record_id,paper_key,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
shao_fig3b_xiap_huh7_72h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, HuH7, 72h, 15 nM dinaciclib",0.28,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_huh7_72h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, HuH7, 72h, 5 nM dinaciclib",0.69,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_48h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 48h, 0 nM dinaciclib",1.19,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_48h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 48h, 10 nM dinaciclib",0.24,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_48h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 48h, 15 nM dinaciclib",0.1,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_48h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 48h, 5 nM dinaciclib",0.79,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_72h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 72h, 0 nM dinaciclib",0.91,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_72h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 72h, 10 nM dinaciclib",0.48,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_72h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 72h, 15 nM dinaciclib",0.15,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_xiap_plc5_72h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_xiap,"XIAP, PLC5, 72h, 5 nM dinaciclib",0.98,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig4b_dinaciclib_20_mg_kg_day0,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 0",150.0,mm3,0.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day12,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 12",650.0,mm3,12.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day15,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 15",800.0,mm3,15.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day18,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 18",950.0,mm3,18.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day21,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 21",1100.0,mm3,21.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day24,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 24",1300.0,mm3,24.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day26,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 26",1550.0,mm3,26.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day3,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 3",250.0,mm3,3.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day6,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 6",350.0,mm3,6.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_20_mg_kg_day9,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_20_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 20 mg/kg, day 9",500.0,mm3,9.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day0,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 0",150.0,mm3,0.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day12,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 12",600.0,mm3,12.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day15,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 15",750.0,mm3,15.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day18,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 18",900.0,mm3,18.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day21,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 21",1050.0,mm3,21.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day24,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 24",1200.0,mm3,24.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day26,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 26",1500.0,mm3,26.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day3,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 3",230.0,mm3,3.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day6,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 6",330.0,mm3,6.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_dinaciclib_40_mg_kg_day9,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__dinaciclib_40_mg_kg,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Dinaciclib 40 mg/kg, day 9",480.0,mm3,9.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day0,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 0",150.0,mm3,0.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day12,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 12",1050.0,mm3,12.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day15,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 15",1500.0,mm3,15.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day18,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 18",2000.0,mm3,18.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day21,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 21",2400.0,mm3,21.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day24,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 24",2800.0,mm3,24.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day26,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 26",3450.0,mm3,26.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
shao_fig4b_vehicle_day3,paper_PMID31561409,huh7_shao_xenograft,huh7_shao_xenograft__vehicle,shao_xenograft_tumor_volume,xenograft_tumor_volume,"Tumor volume, Vehicle, day 3",300.0,mm3,3.0,d,mean tumor volume,visual digitization uncertainty (curve-position estimate),,,,,workbook,Figure 4,B,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"No explicit numeric values stated in text beyond 'significantly slower growth' (p<0.05 at endpoint). DATA-QUALITY FLAG: 20 and 40 mg/kg tumor-volume curves are nearly superimposed throughout (apparent plateau) -- contrast with the TUNEL apoptosis readout (Fig4D), which DOES separate the two doses (~2.3x vs ~3.9x control). Both endpoints are imported independently here rather than reconciled; see extraction_metadata.json."
